value,lots,source,keep
"Domaine du Joncas, Montpeyroux",29,other,
Gianfranco Soldera,29,other,
Humbert,29,other,
Jean-Marc Morey,29,other,
La Romanée-Conti,29,other,
La Soumade,29,other,
Michel-Colin-Deléger,29,other,
Mondavi & Rothschild,29,other,
Naudin-Ferrand,29,other,
"Parusso, Monforte d'Alba",29,other,
"Pierre Peters, Le Mesnil-sur-Oger",29,other,
Rene Rostaing,29,other,
San Giusto a Rentennano,29,other,
"Tenuta Caparzo, Montalcino",29,other,
Alex Gambal,28,other,
Bernard Levet,28,other,
Brancaia,28,other,
Camus Père et Fils,28,other,
Chateau Calon-Segur,28,other,
Chateau Grand-Puy-Lacoste,28,other,
Château Ducru Beaucaillou,28,other,
Château l'Arrosée,28,other,
Clos Puy Arnaud,28,other,
"Clos Saint-Jean, Châteauneuf-du-Pape",28,other,
Clos des Papes,28,other,
Clos du Jaugueyron,28,other,
DIWISA Distillerie Willisau SA,28,other,
Dalla Valle Vineyards,28,other,
"Domaine Coffinet-Duvernay, Chassagne-Montrachet",28,other,
"Domaine Comte George de Vogüé, Chambolle-Musigny",28,other,
"Domaine Philippe Livera, Gevrey-Chambertin",28,other,
"Domaine Thomas Moillard, Nuits-Saint-Georges",28,other,
"Domaine des Lambrays, Morey-Saint-Denis",28,other,
"François Carillon, Puligny-Montrachet",28,other,
"Giuseppe Quintarelli, Verona",28,other,
Gourt de Mautens,28,other,
Michel Rolland,28,other,
"Mont Destin, Stellenbosch",28,other,
Penfold’s,28,other,
"Rose & Arrow Estate, Eola-Amity Hills",28,other,
"Weingut Schützenhof, Burgenland",28,other,
Araujo Estate,27,other,
Azienda Vietti,27,other,
Bottled in 2017,27,other,
Christian Confuron & Fils,27,other,
Château Beau-Séjour Bécot,27,other,
Château Grand Village,27,other,
Château Haut-Brion,27,other,
"Domaine Fourrey, Chablis",27,other,
"Domaine Lamy-Caillat, Chassagne-Montrachet",27,other,
Domaine du Pegau,27,other,
Gour de Chaulé,27,other,
"Harlan Estate, Napa Valley",27,other,
Jean-Marc Vincent,27,other,
Kistler Vineyards,27,other,
"Maison Charles Noëllat, Bligny-les-Beaune",27,other,
Michel Mallard,27,other,
"Möet et Chandon, Épernay",27,other,
"Poggio Antico, Montalcino",27,other,
Remoissenet Père et Fils,27,other,
Roger Sabon,27,other,
"Salon, Le Mesnil-sur-Oger",27,other,
Silver Oak Cellars,27,other,
Chateau Leoville Las Cases,26,other,
Chateau Pape-Clement,26,other,
Chateau Smith-Haut-Lafitte,26,other,
Château Citran,26,other,
Château Négly,26,other,
Clos l'Église (Pomerol),26,other,
"Domaine Bruno Clavelier, Vosne-Romanée",26,other,
Domaine Du Couvent,26,other,
"Domaine Duroché, Gevrey-Chambertin",26,other,
"Domaine Fourrier, Gevrey-Chambertin",26,other,
"Domaine Georges & Christophe Roumier, Chambolle-Musigny",26,other,
"Domaine Henri Gouges,  Nuits-Saint-Georges",26,other,
"Domaine Roulot, Meursault",26,other,
"Domaine Trapet-Rochelandet, Gevrey-Chambertin",26,other,
Domaine de la V ougeraie,26,other,
"Famille Valéry, Sauvian",26,other,
"Gaston Hochar, Bekaa Valley",26,other,
Heitz Cellars,26,other,
Jean-Marc Brocard,26,other,
Jean-Marc Millot,26,other,
Joseph Phelps Vineyards,26,other,
Kei Shiogai,26,other,
La Bouïssière,26,other,
"Mas Gabinele, Causses et Veyran",26,other,
Mähler-Besse,26,other,
Noval,26,other,
Paul Jaboulet Aine,26,other,
Screaming Eagle,26,other,
Taittinger,26,other,
Tenuta Fontodi,26,other,
Tenuta dell Ornellaia,26,other,
Valentini,26,other,
Vincent Paris,26,other,
Weingut Keller,26,other,
"Weingut Robert Weil, Rheingau",26,other,
"Bartolo Mascarello, Barolo",25,other,
Bottled 1997,25,other,
Bottled in 2018,25,other,
Capitain-Gagnerot,25,other,
"Casa Lapostolle, Colchagua Valley",25,other,
Caves du Paradis Family Roten S.A.,25,other,
"Chateau Pichon-Longueville, Baron",25,other,
Château Durfort Vivens,25,other,
Château Edmus,25,other,
Château Faugères,25,other,
Château la Clusière,25,other,
Comando G,25,other,
Digioia-Royer (Domaine),25,other,
"Domaine Chanson, Beaune",25,other,
"Domaine Groffier Père & Fils, Morey-Saint-Denis",25,other,
"Domaine Jamet, Ampuis",25,other,
Domaine Jean Grivot,25,other,
Domaine René Rostaing,25,other,
"Domaine Trapet Père et Fils, Gevrey-Chambertin",25,other,
Domenico Clerico,25,other,
Fattoria Petrolo,25,other,
Gantenbein,25,other,
"Labet-Déchelette - Château de La Tour, Clos de Vougeot",25,other,
Mas de Libian,25,other,
Maume,25,other,
Michel Gaunoux,25,other,
"Mondavi & Rothschild, Napa Valley",25,other,
Nicolas Rossignol,25,other,
"Oasi Degli Angeli, Cupra Marittima",25,other,
"Penfolds, Coonawarra",25,other,
Pierre Naigeon ,25,other,
Roagna,25,other,
"Saint-Estèphe, 2nd wine Ch. Montrose",25,other,
"Sérafin Père et Fils, Gevrey-Chambertin",25,other,
Agnès Paquet,24,other,
Bottled in 2019,24,other,
"Castello Banfi, Montalcino",24,other,
Chambeyron Manin,24,other,
"Chanson Père & Fils, Beaune",24,other,
Château Canon la Gaffelière,24,other,
Château Coutet,24,other,
Château de Fonsalette,24,other,
Clos Floridène,24,other,
"Dalle Valle Vineyards, Napa Valley",24,other,
"Domaine Bernard Audiffred, Vosne-Romanée",24,other,
"Domaine Chantal Remy, Morey-Saint-Denis",24,other,
"Domaine Coquard Loison-Fleurot, Flagey",24,other,
"Domaine Dugat-Py, Gevrey-Chambertin",24,other,
"Domaine Henri Gouges, Nuits-Saint-Georges",24,other,
Domaine Parent,24,other,
"Domaine Uby, Cazaubon",24,other,
Domaine des Varoilles,24,other,
El Coto de Rioja,24,other,
Georges Lignier,24,other,
"Henri Boillot, Meursault",24,other,
Hermann Donnhoff,24,other,
Hervé Roumier,24,other,
"Il Marroneto - Allesandro Mori, Montalcino",24,other,
"Jim Barry, Barossa Valley",24,other,
Niepoort,24,other,
Penfold‘s Winery,24,other,
"Podere Grattamacco, Castagneto Carducci",24,other,
"Poggio di Sotto, Montalcino",24,other,
Shafer Vineyards,24,other,
"Sierra Cantabria, Páganos - Laguardia",24,other,
Sloan,24,other,
Taylor Fladgate,24,other,
VdP de l'Hérault,24,other,
"Vega Sicilia, Valladolid",24,other,
"Aloïs Kracher, Illmitz",23,other,
Argiano,23,other,
Arthur Barolet & Fils,23,other,
Aujoux & Cie,23,other,
Azienda Fontodi,23,other,
"Blankiet Estate, Yountville",23,other,
Ch. Montrose,23,other,
Ch. Pichon Comtesse,23,other,
Chappellet Vineyard,23,other,
Chateau Beychevelle,23,other,
Château Beauséjour (Duffau-Lagarrosse),23,other,
Château Bouscaut,23,other,
Château Caillou (Barsac),23,other,
Château Duhart-Milon,23,other,
Château Montrose,23,other,
Domaine Buisson-Dupont,23,other,
"Domaine Rostaing, Langlade",23,other,
"Domaine Tortochot, Gevrey-Chambertin",23,other,
Domaine des Tilleuls - Philippe Livera,23,other,
"Dominus Estate, Napa Valley",23,other,
Farnese Vini Srl,23,other,
Feudi di San Gregorio,23,other,
"Gomba Cascina Boschetti, Barolo",23,other,
Henschke,23,other,
"Hubert Lignier, Morey-Saint-Denis",23,other,
"Jalisco, Mexico",23,other,
Jean Fournier,23,other,
Jean-Philippe Fichet,23,other,
"Jim Barry, Clare Valley",23,other,
Marc et Michel Chapoutier,23,other,
Oratoire Saint-Martin,23,other,
Paul Hobbs Winery,23,other,
Promontory,23,other,
Quinta do Noval,23,other,
"Roberto Voerzio, La Morra",23,other,
VDP des Bouches du Rhône,23,other,
Viñedos Sierra Cantabria,23,other,
"Vérité, Sonoma County",23,other,
Bellefont-Belcier,22,other,
Berthelemot,22,other,
Bodegas Mauro,22,other,
Bottled in 2014,22,other,
Caillou - Crème de Tête,22,other,
"Castello di Fonterutoli, Fonterutoli",22,other,
Chateau Quintus,22,other,
Château Clinet,22,other,
Château Doisy Daene,22,other,
Château Martet,22,other,
Château d'Armailhac - Mouton Baron(ne) Philippe,22,other,
Château de Chantegrive,22,other,
Château de Cruzeau (Pessac-Léognan),22,other,
Clos Frantin - Albert Bichot,22,other,
"Clos Rougeard, Chacé",22,other,
Clos du Moulin aux Moines,22,other,
"Domaine Bertheau, Chambolle-Musigny",22,other,
Domaine Cazes,22,other,
Domaine Chevalier,22,other,
Domaine Dandelion,22,other,
Domaine Didier Dagueneau,22,other,
Domaine Fourrier,22,other,
"Domaine Hubert Lignier, Morey-Saint-Denis",22,other,
Domaine P. Gelin,22,other,
Domaine Raveneau,22,other,
Domaine de Pignan,22,other,
"Domaine la Grange, Gabian",22,other,
"E. Guigal, Château d'Ampuis",22,other,
Elodie Balme,22,other,
Jacques Selosse,22,other,
La Maison Romane,22,other,
La Pousse d'Or,22,other,
La Réméjeanne,22,other,
Laurent Ponsot,22,other,
"Louis Latour, Beaune",22,other,
Moillard,22,other,
"Morgen Long, Willamette Valley",22,other,
Perrot-Minot,22,other,
"Pierre-Yves Colin-Morey, Chassagne Montrachet",22,other,
"Powell & Son, Barossa Valley",22,other,
"Promontory Estate, Napa Valley",22,other,
Raspail-Ay,22,other,
"Rubicon Estate, Rutherford",22,other,
"Scotland, Lowlands",22,other,
Si Tu Sais,22,other,
Sociedad Cooperativa Agrícola de Borja R. L.,22,other,
"Tenuta San Guido, Castagneto Carducci",22,other,
Théo Dancer,22,other,
Verite Winery,22,other,
"Viñedos Familia Chadwick, Santiago",22,other,
"Weingut Franz Hirtzberger, Wachau",22,other,
"Zýmē, Mattonara",22,other,
Alain Gras,21,other,
Albert Morot,21,other,
"Allegrini, Fumane",21,other,
Blaye - Côtes de Bordeaux,21,other,
"Bodega Otazu, Otazu",21,other,
Bottled in 1991,21,other,
Burgundy,21,other,
"Camille Giroud, Beaune",21,other,
Caymus Vineyards,21,other,
Chateau Branaire-Ducru,21,other,
Chateau Gruaud Larose,21,other,
Chateau Troplong-Mondot,21,other,
Château Beauregard,21,other,
Château Belgrave,21,other,
"Château de Béru, Béru",21,other,
Château la Croix de Gay,21,other,
"Claude Dugat, Gevrey-Chambertin",21,other,
"Clos Lapostolle, Colchagua Valley",21,other,
Clos Manou,21,other,
Comte Georges de Vogue,21,other,
"Domaine Amiot-Servelle, Chambolle-Musigny",21,other,
"Domaine François Berthau, Chambolle-Musigny",21,other,
"Domaine François Lamarche, Vosne-Romanée",21,other,
"Domaine Gros Frère & Soeur, Vosne-Romanée",21,other,
"Domaine Henri Magnien, Gevrey-Chambertin",21,other,
Franck Balthazar,21,other,
Gaal Pinceszet – Mád,21,other,
Georges Noëllat,21,other,
Hudelot-Baillet,21,other,
J.-L. Thunevin,21,other,
La Barroche,21,other,
Lamborghini,21,other,
Larel Glen Winery,21,other,
Leflaive & Associés,21,other,
"Lucien Le Moine, Beaune",21,other,
"Maison Christophe Pichon, Chavanay",21,other,
Marchesi de Frescobaldi spa,21,other,
"Margaux, 2nd wine Ch. D'Angludet",21,other,
Marius Gentaz-Dervieux,21,other,
"Méo-Camuzet, Vosne-Romanée",21,other,
"Pessac-Léognan, 2nd wine Ch. La Mission Haut-Brion",21,other,
Pierre Peters,21,other,
Regnard,21,other,
Simon Colin,21,other,
"Spottswoode Estate Vineyard & Winery, St. Helena",21,other,
Tenuta Guado al Tasso,21,other,
Tusk Estates,21,other,
"Weinlaubenhof Alois Kracher, Burgenland",21,other,
Beaucastel,20,other,
Bessin-Tremblay,20,other,
Bolle & Cie S.A.,20,other,
Bottled in 2006,20,other,
Bottled in 2012,20,other,
Ch. La Mission Haut Brion,20,other,
Ch. Pontet Canet,20,other,
Chateau Giscours,20,other,
Château Beaucastel (rouge),20,other,
Château Bellegrave (Pomerol),20,other,
Château Brown,20,other,
Château Cos Labory,20,other,
Château Couhins-Lurton,20,other,
Château d'Aiguilhe,20,other,
Château d'Allaman,20,other,
"Domaine Bachelet-Ramonet Père et Fils, Chassagne-Montrachet",20,other,
"Domaine Henri Jayer, Vosne-Romanée",20,other,
"Domaine Hubert Lamy, Saint-Aubin",20,other,
"Domaine Nicolas Rossignol, Volnay",20,other,
Domaine Paul Jaboulet Aîné,20,other,
"Domaine Philippe Charlopin, Gevrey-Chambertin",20,other,
"Domaine Robert Chevillon, Nuits-Saint-Georges",20,other,
"Domaine Terres De Velle, Auxey-Duresses",20,other,
Domaine William Fevre,20,other,
"Domenico Clerico, Monforte d'Alba",20,other,
Dourthe,20,other,
Dunn Vineyards,20,other,
Earl Domaine Cauvard,20,other,
Edition 1.1,20,other,
Fattoria Galardi,20,other,
Finca Vega Sicilia,20,other,
Font de Michelle,20,other,
"Foradori, Trentino-Alto adige",20,other,
G.Roblot-Marchand & Fils,20,other,
Guyon,20,other,
"Jaboulet-Vercherre, Beaune",20,other,
Mondavi,20,other,
"Pessac -Léognan, Cru Classé Rouge",20,other,
Philippe Charlopin,20,other,
"Produttori del Barbaresco, Barbaresco",20,other,
Quilceda Creek Winery,20,other,
"Quintessa, Rutherford",20,other,
Raymond Usseglio,20,other,
Roberto Voerzio,20,other,
Vincent Bouzereau,20,other,
"Vincent Girardin, Meursault",20,other,
"Viñedos de Páganos, Rioja",20,other,
"Weingut Egon Müller, Mosel",20,other,
Xavier Vignon,20,other,
Alain Brumont,19,other,
Bernard Defaix,19,other,
"Bodegas Vega Sicilia, Valladolid",19,other,
Bond Winery,19,other,
Bottled 1999,19,other,
Bottled in 1992,19,other,
Buisson-Charles,19,other,
Canon-Fronsac,19,other,
"Cantine Florio, Sicily",19,other,
Chateau Figeac,19,other,
Chateau Palmer,19,other,
"Christophe Bryczek, Morey-Saint-Denis",19,other,
Château Curé Bon,19,other,
Château Marbuzet,19,other,
"Château d'Esclans, La Motte",19,other,
Château de Fieuzal,19,other,
"Château de Saint Cosme, Gigondas",19,other,
Clos des Papes (P. Avril),19,other,
Clément Lavallée,19,other,
Continuum,19,other,
Côtes de Castillon,19,other,
Domaine Clotilde Davenne,19,other,
"Domaine Feuillat-Juillot, Montagny-lès-Buxy",19,other,
"Domaine François Confuron-Gindre, Vosne-Romanée",19,other,
"Domaine Henri Germain et Fils, Meursault",19,other,
"Domaine Rene Rostaing, Ampuis",19,other,
Domaine de l'Enclos,19,other,
"Domaine de la Chapelle, Tain L'Hermitage",19,other,
"Domaine de la Mordorée, Tavel",19,other,
Domaine de la Solitude,19,other,
D’Arenberg,19,other,
"Henri Bonneau, Châteauneuf-du-Pape",19,other,
"Hospices de Beaune - Maison Prosper Maufoux, Saint-Aubin",19,other,
Les Bruyères,19,other,
Louis Tête,19,other,
Michel Bouzereau,19,other,
Michel Voarick,19,other,
"Pauillac, 2nd wine Ch. Grand-Puy-Lacoste",19,other,
Pavelot,19,other,
Penfolds Winery,19,other,
"Pessac-Léognan, 2nd wine Ch. Haut-Bailly",19,other,
Saint-Georges-Saint-Émilion,19,other,
Taylors,19,other,
Vega Sicilia,19,other,
cru exceptionnel,19,other,
A.Mathier Nouveau Salquenen AG,18,other,
Allegrini,18,other,
"Anne Boisson, Meursault",18,other,
Avignonesi,18,other,
Bernard Moreau,18,other,
Billecart-Salmon,18,other,
Bottled in 1968,18,other,
Bottled in 1990,18,other,
"Camus Père et Fils, Gevrey-Chambertin",18,other,
Casa Lapostolle,18,other,
"Cathiard Vineyard, Napa Valley",18,other,
Chantal Lescure,18,other,
Chantal Rémy,18,other,
"Charles Lachaux, Vosne-Romanée",18,other,
"Charles Noëllat, Vosne-Romanée",18,other,
Chateau Talbot,18,other,
Château Belair (Belair-Monange),18,other,
Château Bellerive,18,other,
Château Bourgneuf,18,other,
Château Clément-Pichon,18,other,
Château Colombier Monpelou,18,other,
Château Fortia,18,other,
Château Giscours,18,other,
Château Lafite-Rothschild,18,other,
"Château Pesquié, Mormoiron",18,other,
Château de Camensac,18,other,
"Château de Chamirey, Mercurey",18,other,
"Château de Chemilly, Chemilly-sur-Serein",18,other,
Château de Pressac,18,other,
Clos de Tart,18,other,
Closerie Saint Roc,18,other,
"Colgin Cellars, Napa Valley",18,other,
D'Oliveira,18,other,
Dana Estates Winery,18,other,
Daniel Rion,18,other,
"Descendientes de J. Palacios, Currulón",18,other,
"Domaine Chapuis, Aloxe-Corton",18,other,
"Domaine Geantet-Pansiot, Gevrey-Chambertin",18,other,
Domaine Gérard Chavy,18,other,
"Domaine Henri Bonneau, Châteauneuf-du-Pape",18,other,
Domaine Jamet,18,other,
"Domaine Lecheneaut, Nuits-Saint-Georges",18,other,
"Domaine Marc Morey & Fils, Chassagne-Montrachet",18,other,
Domaine Matrot,18,other,
Domaine Pierre Gelin,18,other,
"Domaine Renaud Boyer, Meursault",18,other,
Edition 1.2,18,other,
"Fratelli Barale, Barolo",18,other,
Lodovico Antinori,18,other,
Magpie-Estate,18,other,
Maison Krug,18,other,
"Maison Tardieu-Laurent, Lourmarin",18,other,
Marchand Frères,18,other,
"Moet & Chandon, Épernay",18,other,
Moillard-Grivot,18,other,
Müller Catoir,18,other,
Next of Kyn,18,other,
"Parusso Armando, Monforte d'Alba",18,other,
Paul Pernot,18,other,
Peirazeau-Groffier,18,other,
Pierre Ponnelle,18,other,
"Rousseau, Armand",18,other,
"Ruinart, Reims",18,other,
"Saint-Émilion, 2nd wine Ch. Ausone",18,other,
Scarecrow,18,other,
Shafer,18,other,
"Sine Qua Non, Central Coast",18,other,
Società Agricola San Felice S.p.A.,18,other,
Sylvie Esmonin,18,other,
"Tardieu-Laurent, Lourmarin",18,other,
"Tenuta Argentiera, Bolgheri",18,other,
"Thomas-Collardot, Puligny-Montrachet",18,other,
"Weingut Anton Kollwentz, Burgenland",18,other,
"Weingut Wittmann, Rheinhessen",18,other,
Alain Mathias,17,other,
Argiano srl Società Agricola,17,other,
Avigonesi,17,other,
"Baudry-Dutour, La Morandière",17,other,
Bodega Artadi,17,other,
"Bollinger, Aÿ",17,other,
Braida,17,other,
Carruades de Lafite,17,other,
Champagne Louis Roederer,17,other,
Chateau Canon,17,other,
Chateau Malescot St-Exupery,17,other,
Château Andréas,17,other,
Château Cadet Piola,17,other,
Château de Beaucastel,17,other,
Château l'Église Clinet,17,other,
Château le Crock,17,other,
Château les Charmes-Godard,17,other,
"Clos des Papes, Châteauneuf-du-Pape",17,other,
Clos l'Eglise (Castillon),17,other,
"Delas Frères, Tournon-sur-Rhône",17,other,
"Domaine Amiot Guy et Fils, Chassagne-Montrachet",17,other,
"Domaine Comte Senard, Aloxe-Corton",17,other,
"Domaine Didier Dagueneau, Saint-Andelain",17,other,
"Domaine Jean-Luc Joillot, Pommard",17,other,
Domaine Perrot Minot,17,other,
"Domaine Robert Arnoux, Vosne-Romanée",17,other,
Domaine Romanée-Conti,17,other,
"Domaine Tempier, Le Plan de Castelet",17,other,
"Domaine Tempier, Plan du Castelet",17,other,
"Domaine Vigot Fabrice, Vosne-Romanée",17,other,
"Domaine des Miroirs, Grusse",17,other,
"Domaine des Perdrix, Devillard",17,other,
Domaines Paul Jaboulet Aîné,17,other,
E. Guigal,17,other,
"Eredi Fuligni, Montalcino",17,other,
"Fatorria dei Barbi, Montalcino",17,other,
Fernand et Laurent Pillot,17,other,
Fontanafredda,17,other,
G.D. Vajra,17,other,
"Giuseppe Quintarelli, Negrar",17,other,
Huguenot,17,other,
"Islay , Scotland",17,other,
J.P. Moueix,17,other,
L'univers M. Chapoutier,17,other,
Louis Roederer,17,other,
Marcel Richaud,17,other,
"Oporto, Portugal",17,other,
"Pauillac, 2nd wine Ch. Duhart-Milon",17,other,
Paul Jaboulet,17,other,
Pavillon Rouge,17,other,
Philippe Colin,17,other,
Porcelain decanter,17,other,
Prunier-Bonheur,17,other,
"Prunotto, Alba",17,other,
Tenuta le Macchiole,17,other,
"Terroir AL Limit Soc. Lda., Tarragona",17,other,
Torbreck,17,other,
Ulysses Vineyard,17,other,
Villeneuve,17,other,
"Viña Almaviva, Puente Alto",17,other,
"Weingut Michael Frohlich, Franken",17,other,
des Bernardins,17,other,
"A. Dervieux-Thaize, Verenay-Ampuis",16,other,
Altesino,16,other,
"Arnaldo Rivera, Castiglione Falletto",16,other,
Bartolo Mascarello,16,other,
Beringer,16,other,
Bodega Pagos de Familia Marqués de Griñón,16,other,
Bottled 1993,16,other,
"Bouchard Père & Fils, Beaune",16,other,
Burmester,16,other,
Cabinet Jaboulet-Vercherre,16,other,
Centre Vinicole Champagne Nicolas Feuillatte,16,other,
Chateau Brane-Cantenac,16,other,
Chateau d'Yquem,16,other,
Château Berliquet,16,other,
Château Corbin,16,other,
Château Lascombes,16,other,
